Package,Score
python-benedict,85
python-box,85
python-gnupg,85
pytz,85
pyupgrade,85
questionary,85
s3transfer,85
smmap,85
sql-metadata,85
thefuzz,85
treelib,85
tzdata,85
webdriver-manager,85
yaspin,85
avro-python3,85
kfp,85
seaborn,94
jupyter-repo2docker,87
podman-compose,81
azure-devops,85
sqlalchemy-redshift,85
annotated-types,84
catalogue,85
click-repl,85
pyotp,88
pyproject-api,85
srsly,85
threadpoolctl,85
uamqp,91
imbalanced-learn,85
html5lib,85
paramiko,84
py4j,85
requests-oauthlib,85
confluent-kafka,85
office365-rest-python-client,91
statsd,82
thinc,85
wrapt,85
aiomysql,86
aiortc,80
ariadne,86
botbuilder-schema,86
django-bootstrap4,86
django-compressor,89
django-configurations,83
django-tables2,86
earthengine-api,86
flask-security-too,87
openqasm3,86
prance,86
pytube,86
shopifyapi,86
slack-bolt,89
pytest-metadata,86
send2trash,86
tzlocal,84
python-dateutil,86
django-ratelimit,88
dm-control,86
dockerfile-parse,86
kaggle,86
sqlalchemy2-stubs,86
tensorflow-decision-forests,86
azure-mgmt-hybridcompute,86
azure-schemaregistry,86
elasticsearch7,86
tensorflow-gpu,86
snowballstemmer,86
tflite-model-maker-nightly,86
aiosqlite,86
dropbox,86
hupper,86
resolvelib,83
flask-socketio,86
pipreqs,88
pygit2,88
respx,86
rope,91
types-cryptography,86
dpath,83
catboost,86
cmd2,86
django-crispy-forms,86
h11,86
inquirer,86
jenkinsapi,86
pandas-gbq,86
pathlib2,85
pipx,86
pymemcache,86
tables,94
wtforms,86
yt-dlp,85
agate,86
azure-mgmt-iothub,96
deprecated,86
blessed,88
cinemagoer,87
geoip2,87
pg8000,87
kfp-pipeline-spec,87
opencensus-context,87
arrow,94
pywavelets,87
typer,87
typing,84
watchtower,87
alabaster,88
blinker,87
cachetools,87
colorama,87
mpmath,87
pyodbc,87
ruamel-yaml,87
adapter-transformers,83
apache-airflow-providers-apache-cassandra,87
apache-airflow-providers-apache-kafka,87
apache-airflow-providers-apache-kylin,87
apache-airflow-providers-dingding,87
apache-airflow-providers-openfaas,87
apache-airflow-providers-segment,87
apache-airflow-providers-tabular,87
auto-gpt-plugin-template,84
aws-cdk-aws-apigatewayv2,87
aws-cdk-aws-cloudwatch-actions,87
aws-cdk-aws-ecs-patterns,87
aws-cdk-aws-elasticache,87
aws-cdk-aws-elasticloadbalancingv2-targets,87
aws-cdk-aws-logs-destinations,87
aws-cdk-aws-mwaa,87
aws-cdk-aws-s3-deployment,87
aws-cdk-aws-sagemaker,87
azure-mgmt-appplatform,87
azure-mgmt-databricks,81
azure-mgmt-resourcehealth,87
bazel-runfiles,87
briefcase,87
chia-blockchain,87
cypari,87
dagster-ext-process,90
dipy,87
gitlabform,87
kivy-examples,87
lammps,87
manim,83
monai-weekly,87
nonebot2,87
openmetadata-ingestion,81
openmetadata-managed-apis,81
paddlepaddle-gpu,87
polars-u64-idx,90
pyrealsense2,93
python-matter-server,87
reflink,87
sentry-cli,87
spotdl,87
sqlmap,87
sunshine-conversations-client,87
taospy,87
tensorflow-metal,90
types-aws-xray-sdk,87
types-caldav,87
types-commonmark,87
types-dj-database-url,87
types-editdistance,87
types-flask-migrate,87
types-httplib2,90
types-invoke,87
types-ldap3,87
types-netaddr,87
types-opentracing,87
types-paho-mqtt,87
types-parsimonious,87
types-peewee,87
types-pytest-lazy-fixture,87
types-toposort,87
types-vobject,87
types-zxcvbn,87
natsort,87
pyproject-hooks,86
adafruit-blinka,87
aiomonitor,90
amazon-kclpy,87
amazon-textract-response-parser,87
anndata,87
apiflask,90
asdf,87
astronomer-cosmos,87
atheris,87
aws-embedded-metrics,87
azure-functions-durable,87
bambi,84
bibtexparser,87
blosc2,87
censys,87
crowdstrike-falconpy,87
cryptography-vectors,87
cumulusci,87
cyclonedx-bom,87
envpool,84
fiftyone-desktop,87
fixit,87
flare-capa,87
flytekit,87
fprime-tools,84
hera,87
hikari,87
hummingbird-ml,87
hy,84
jupyter-server-proxy,84
langflow,87
linkchecker,87
metpy,84
msgraph-sdk,87
msticpy,87
nbgrader,87
oci-cli,87
onefuzztypes,81
opennmt-py,81
orange3,90
photutils,87
podman,87
postgrest,87
procrastinate,87
pydoctor,87
pydrive2,87
pyroscope-io,87
pystac,87
python-docs-theme,87
recurly,87
robotframework-browser,87
robotframework-robocop,87
satpy,87
slither-analyzer,84
sphinxcontrib-confluencebuilder,87
stravalib,87
strawberry-graphql-django,87
sunpy,87
tensorflow-federated,81
tensorflow-text-nightly,87
unleashclient,87
xonsh,87
croniter,87
zope-event,87
acryl-datahub-airflow-plugin,87
dagit,87
django-axes,87
glances,87
gluonts,87
jupyterhub,87
mmdet,84
monai,87
opentelemetry-exporter-opencensus,84
opentelemetry-instrumentation-asyncpg,87
opentelemetry-instrumentation-aws-lambda,91
opentelemetry-instrumentation-boto,87
opentelemetry-instrumentation-celery,87
opentelemetry-instrumentation-django,87
opentelemetry-instrumentation-elasticsearch,87
opentelemetry-instrumentation-kafka-python,87
opentelemetry-instrumentation-psycopg2,87
opentelemetry-instrumentation-redis,87
opentelemetry-instrumentation-sqlite3,87
opentelemetry-instrumentation-starlette,87
opentelemetry-instrumentation-tornado,87
pennylane,84
pvlib,87
pydevd-pycharm,91
qutip,87
seldon-core,84
sphinx-reredirects,87
spyder,87
tf-models-official,87
types-chardet,87
types-sqlalchemy,87
django-model-utils,87
akshare,87
apache-atlas,84
awscrt,87
blackjax,87
botorch,87
databases,87
datadog-checks-base,87
dearpygui,87
demucs,87
disnake,87
django3-auth-saml2,87
django-auditlog,87
django-formtools,87
django-mysql,87
docarray,87
gpytorch,87
griffe,87
h2o-wave,87
imgtool,83
instagrapi,87
instaloader,87
jaxopt,87
jsonargparse,87
kopf,87
kserve,87
langchain-experimental,87
langchainplus-sdk,84
leafmap,87
microsoft-kiota-serialization-text,87
mkdocstrings-python,87
mobly,87
msgspec,87
mypy-boto3-apigateway,87
mypy-boto3-athena,87
mypy-boto3-cloudformation,87
mypy-boto3-dynamodb,87
mypy-boto3-ec2,87
mypy-boto3-ecr,87
mypy-boto3-events,87
mypy-boto3-glue,87
mypy-boto3-iam,87
mypy-boto3-lambda,87
mypy-boto3-redshift-data,87
mypy-boto3-schemas,87
mypy-boto3-secretsmanager,87
mypy-boto3-signer,85
mypy-boto3-sqs,87
mypy-boto3-ssm,87
mypy-boto3-stepfunctions,87
mypy-boto3-sts,87
mypy-boto3-xray,87
newrelic,87
nibabel,83
nuitka,87
onnxconverter-common,87
openapi-python-client,87
openlineage-airflow,87
orbax-checkpoint,87
ovs,87
pandas-market-calendars,87
presidio-anonymizer,87
promptflow,87
py3dmol,87
pyatv,85
pyhanko,87
pyquil,87
quantlib,87
robyn,87
schemathesis,87
snakemake,87
svix,87
synapseml,87
towncrier,87
tuf,87
universal-pathlib,87
greenlet,91
ijson,88
keyring,88
mistune,88
adlfs,88
aiogram,88
aiojobs,88
ara,88
art,88
asana,88
awkward,88
awkward-cpp,88
blacken-docs,88
bleak,88
boxsdk,88
c7n-gcp,88
c7n-mailer,88
capstone,88
cloudevents,88
cloudflare,88
connectorx,88
copier,85
ctgan,88
ctranslate2,88
cyclonedx-python-lib,88
datashader,88
dbt-databricks,88
discord-py-interactions,88
django-cachalot,88
django-filer,88
django-htmx,88
django-sesame,88
dj-rest-auth,88
dvc-render,85
farm-haystack,93
faster-whisper,88
featuretools,88
flask-smorest,88
gcloud-aio-auth,88
gcloud-aio-storage,88
globus-sdk,88
google-ads,88
google-cloud-build,88
google-cloud-compute,88
google-cloud-container,97
google-cloud-dataproc,58
google-cloud-dlp,58
google-cloud-kms,88
google-cloud-monitoring,88
google-cloud-os-login,88
google-cloud-pubsublite,91
google-cloud-trace,85
google-cloud-videointelligence,58
gssapi,88
holoviews,88
ibm-watson,88
impacket,88
keras-tuner,88
libtmux,85
metaflow,88
mistletoe,88
ml-metadata,88
mujoco,88
nats-py,88
numpydoc,88
pandas-stubs,88
pdoc,88
pdpyras,88
plaid-python,88
prefect-aws,88
pydata-sphinx-theme,88
pydicom,88
py-evm,88
pyglet,88
pyomo,88
pypresence,85
pytest-aiohttp,88
pytest-rerunfailures,88
python-arango,88
python-lsp-server,88
pythonnet,88
pyuwsgi,88
restrictedpython,88
scmrepo,88
shtab,90
snowflake-snowpark-python,88
spdx-tools,88
sphinx-design,88
splink,88
tavern,88
tensorflow-data-validation,88
tensorflow-model-analysis,88
tf-estimator-nightly,88
translate-toolkit,88
vertica-python,88
vllm,88
voila,88
w3lib,85
weaviate-client,88
aws-sam-cli,88
certbot,91
cvxpy,88
dagster,88
dagster-dbt,88
dagster-graphql,88
dagster-spark,88
dash,88
diffusers,88
luigi,91
mlflow-skinny,88
opentelemetry-instrumentation,88
prophet,88
sqlfluff-templater-dbt,88
allure-pytest,88
allure-python-commons,88
category-encoders,88
deltalake,91
firebase-admin,91
locust,88
pandera,88
pyramid,88
redshift-connector,88
scapy,88
social-auth-core,88
ultralytics,88
aioboto3,88
aiokafka,88
codespell,91
django-allauth,88
django-cors-headers,91
django-environ,88
django-phonenumber-field,91
django-storages,88
drf-spectacular,88
exchangelib,88
flask-limiter,88
flask-marshmallow,82
flask-migrate,88
furo,88
googleads,88
gql,88
httpcore,88
httplib2,88
igraph,85
jupytext,88
lark,88
mashumaro,88
multidict,88
myst-parser,88
nameparser,88
neo4j,88
pdfplumber,88
peewee,88
phonenumberslite,88
plumbum,88
pydash,88
pynamodb,88
pytest-randomly,88
pytest-sugar,88
python-socketio,88
pyvmomi,88
rq,88
snowflake-connector-python,88
sqlglot,88
supervision,87
telethon,88
time-machine,88
unstructured,82
whitenoise,88
zha-quirks,88
grpcio-tools,88
wandb,88
azure-common,88
azure-graphrbac,88
azure-keyvault,88
azure-mgmt-datalake-nspkg,88
azure-mgmt-datalake-store,88
azure-mgmt-nspkg,88
azure-nspkg,88
asttokens,88
asyncpg,88
autoflake,88
bytecode,88
chromadb,82
emoji,88
execnet,88
fake-useragent,88
fasteners,88
flake8-bugbear,88
geoalchemy2,88
icdiff,88
immutables,88
inflect,91
injector,88
jsonpath-ng,88
jupyter-events,88
line-profiler,88
logbook,88
motor,88
mutagen,88
mypy-protobuf,86
overrides,85
peft,88
pipdeptree,88
platformdirs,88
poetry-core,88
poetry-plugin-export,88
pycairo,88
pytest-html,91
setuptools-rust,88
shellingham,88
sphinx-autodoc-typehints,88
torchsde,88
ua-parser,91
unidecode,87
zeroconf,88
fastapi,88
langchain,88
opencensus-ext-azure,94
shap,88
shapely,88
progressbar2,88
prompt-toolkit,87
opencv-python,88
opencv-python-headless,88
aiofiles,88
bcrypt,88
cloudpickle,88
dataclasses-json,88
deepdiff,88
msgpack,88
multiprocess,86
nest-asyncio,88
pathos,88
pydantic-core,88
python-json-logger,88
pyyaml,88
sh,88
tldextract,86
tomlkit,88
watchfiles,88
cheroot,89
django-taggit,89
spotipy,84
sqlalchemy-utils,92
httptools,91
mock,89
ax-platform,89
email-validator,89
pytest-cov,89
websockets,89
aws-xray-sdk,89
cachelib,87
bitsandbytes,89
flask-restful,89
nox,89
simplejson,91
drf-yasg,89
optax,91
splunk-sdk,91
azure-mgmt-botservice,89
azure-mgmt-media,89
channels,89
falcon,89
google-cloud,83
hydra-core,89
notebook-shim,89
twisted,89
dateparser,89
pdfminer-six,89
apispec,89
flit-core,89
marshmallow-sqlalchemy,89
mypy-extensions,88
tableauserverclient,91
zope-interface,91
azure-identity,96
djangorestframework,90
jinja2,90
pyspark,90
fire,91
slackclient,90
statsmodels,90
future,90
orjson,87
yamllint,90
django-extensions,88
chardet,90
pytest-xdist,90
pywin32,90
apache-airflow-providers-apache-drill,90
apache-airflow-providers-apache-pig,90
apache-airflow-providers-apache-sqoop,90
apache-airflow-providers-arangodb,90
apache-airflow-providers-discord,90
apache-airflow-providers-grpc,90
apache-airflow-providers-microsoft-psrp,90
apache-airflow-providers-microsoft-winrm,93
apache-airflow-providers-plexus,90
apache-airflow-providers-qubole,90
apache-airflow-providers-singularity,90
apache-airflow-providers-yandex,90
cupy,90
cupy-cuda102,90
cupy-cuda110,90
dagger-io,90
dict-toolbox,90
elasticsearch8,93
galaxy-util,90
google-cloud-api-keys,90
google-cloud-billing-budgets,90
google-cloud-essential-contacts,87
google-cloud-recommender,90
google-cloud-securitycenter,90
google-cloud-service-usage,90
google-cloud-talent,90
google-cloud-webrisk,90
intel-tensorflow,84
litestar,90
ludwig,90
mdanalysis,90
mesa,90
mindsdb,90
ml-pipelines-sdk,90
nautobot,90
octodns,90
odata-query,90
opentelemetry-exporter-zipkin,84
opentelemetry-instrumentation-aio-pika,90
opentelemetry-instrumentation-confluent-kafka,90
opentelemetry-instrumentation-pika,93
opentelemetry-instrumentation-system-metrics,93
opentelemetry-opentracing-shim,90
opentelemetry-propagator-ot-trace,90
psychopy,90
pulpcore,90
pytensor,90
python-telegram-bot-raw,87
scancode-toolkit,90
semantic-kernel,90
sentry,90
starlite,90
streamlink,93
substra,90
tensorflow-aarch64,90
tfx,93
torch-workflow-archiver,90
acme,97
airbyte-cdk,90
apache-airflow-providers-atlassian-jira,90
apache-airflow-providers-cloudant,90
apache-airflow-providers-odbc,90
apache-airflow-providers-opsgenie,90
apache-airflow-providers-papermill,90
apache-airflow-providers-telegram,90
aws-cdk-aws-apigateway,90
aws-cdk-aws-certificatemanager,90
aws-cdk-aws-cloudfront,90
aws-cdk-aws-cloudwatch,90
aws-cdk-aws-codebuild,90
aws-cdk-aws-codepipeline,90
aws-cdk-aws-codepipeline-actions,90
aws-cdk-aws-cognito,90
aws-cdk-aws-dynamodb,90
aws-cdk-aws-ec2,90
aws-cdk-aws-ecs,90
aws-cdk-aws-efs,90
aws-cdk-aws-elasticloadbalancingv2,90
aws-cdk-aws-events,90
aws-cdk-aws-events-targets,90
aws-cdk-aws-glue,90
aws-cdk-aws-iam,90
aws-cdk-aws-kinesis,90
aws-cdk-aws-kms,90
aws-cdk-aws-lambda,90
aws-cdk-aws-lambda-event-sources,90
aws-cdk-aws-logs,90
aws-cdk-aws-rds,90
aws-cdk-aws-route53,90
aws-cdk-aws-s3,90
aws-cdk-aws-secretsmanager,90
aws-cdk-aws-stepfunctions,90
aws-cdk-core,90
aws-cdk-custom-resources,90
azure-ai-textanalytics,90
azure-mgmt-frontdoor,90
azure-mgmt-storagecache,90
azure-monitor-ingestion,90
azure-monitor-query,90
boto3-extensions,90
cdktf,90
django-localflavor,90
horovod,85
jsonnet,90
kivy,90
mldesigner,90
prowler,90
pyqtgraph,90
pytorch-ignite,90
qiskit,90
qiskit-terra,90
tensorflow-cpu-aws,90
textual,90
types-annoy,87
types-babel,90
types-beautifulsoup4,90
types-boto,90
types-cffi,90
types-chevron,90
types-click-spinner,90
types-contextvars,87
types-croniter,90
types-dateparser,90
types-datetimerange,90
types-docopt,90
types-first,90
types-flask-cors,90
types-google-cloud-ndb,90
types-html5lib,90
types-humanfriendly,90
types-mypy-extensions,90
types-mysqlclient,90
types-oauthlib,90
types-openpyxl,90
types-passlib,90
types-polib,90
types-psutil,94
types-pyasn1,90
types-pyaudio,90
types-pycurl,90
types-pyfarmhash,90
types-pyrfc3339,90
types-pysftp,90
types-python-gflags,90
types-python-jose,90
types-python-slugify,90
types-pyvmomi,90
types-pywin32,85
types-regex,90
types-retry,94
types-singledispatch,90
types-stripe,90
types-tqdm,90
types-typed-ast,87
types-tzlocal,90
types-waitress,90
types-xmltodict,90
aiocache,90
ansible-runner,90
awslambdaric,90
azure-functions,90
cartopy,90
causalml,90
cloud-sql-python-connector,90
coolprop,90
daal4py,90
django-tastypie,90
django-two-factor-auth,90
dvclive,90
elastic-apm,90
elasticsearch-curator,90
esp-coredump,90
extract-msg,90
fakeredis,90
feast,90
geemap,90
google-analytics-data,90
google-cloud-automl,87
google-cloud-bigquery-datatransfer,97
google-cloud-bigtable,90
google-cloud-datastore,90
google-cloud-ndb,90
google-cloud-spanner,90
google-cloud-speech,87
google-cloud-tasks,61
google-cloud-translate,90
google-cloud-vision,90
h2o,90
home-assistant-frontend,90
keras-nlp,90
line-bot-sdk,90
looker-sdk,90
marquez-python,90
matrix-synapse,90
memray,90
microsoft-kiota-abstractions,90
microsoft-kiota-authentication-azure,90
microsoft-kiota-http,90
microsoft-kiota-serialization-json,90
mido,89
mitmproxy,90
model-bakery,94
mosaicml,90
mosaicml-streaming,90
nextcord,90
oci,90
parsl,90
pettingzoo,90
pip-audit,90
polyfactory,90
presto-python-client,90
pybind11-global,90
pymodbus,85
pytest-playwright,90
pytest-testinfra,90
python-semantic-release,90
pytype,94
ray-cpp,90
redislite,90
rst2pdf,89
scikit-learn-intelex,90
simpleitk,90
sqlalchemy-bigquery,90
submitit,90
supabase,90
vowpalwabbit,90
whylogs,90
zarr,90
parse,91
acryl-datahub,97
ansible-core,91
apache-airflow-providers-ftp,91
apache-airflow-providers-http,91
apache-airflow-providers-imap,91
apache-airflow-providers-sqlite,91
azure-appconfiguration,91
azure-cli-telemetry,91
azure-keyvault-administration,91
azure-keyvault-certificates,91
azure-mgmt-apimanagement,91
azure-mgmt-appconfiguration,91
azure-mgmt-applicationinsights,91
azure-mgmt-eventhub,94
azure-mgmt-imagebuilder,91
azure-mgmt-privatedns,91
azure-mgmt-reservations,91
azure-mgmt-search,91
azure-mgmt-security,91
azure-mgmt-servicebus,94
jax,91
jaxlib,91
opentelemetry-distro,91
opentelemetry-instrumentation-aiohttp-client,91
opentelemetry-instrumentation-asgi,91
opentelemetry-instrumentation-botocore,91
opentelemetry-instrumentation-dbapi,91
opentelemetry-instrumentation-fastapi,91
opentelemetry-instrumentation-flask,91
opentelemetry-instrumentation-grpc,91
opentelemetry-instrumentation-logging,91
opentelemetry-instrumentation-sqlalchemy,91
opentelemetry-instrumentation-urllib,91
opentelemetry-instrumentation-urllib3,91
opentelemetry-instrumentation-wsgi,91
optuna,91
polars,94
pyro-ppl,91
qtconsole,91
rasterio,91
sqlfluff,91
types-paramiko,91
types-protobuf,94
types-python-dateutil,94
types-redis,91
types-six,94
umap-learn,91
argilla,88
argon2-cffi,91
boto3-stubs,91
cachecontrol,89
cassandra-driver,91
ccxt,91
charset-normalizer,91
connexion,91
dbt-postgres,82
ddtrace,91
django-stubs-ext,91
dj-database-url,91
google-cloud-aiplatform,91
google-re2,91
gradio-client,91
h3,91
mediapipe,91
meson,91
minio,91
mypy-boto3-appflow,91
mypy-boto3-rds,91
mypy-boto3-s3,91
poethepoet,91
pysaml2,91
pythainlp,91
seleniumbase,91
social-auth-app-django,91
stripe,91
tensorflow-text,91
tensorstore,91
vulture,91
appium-python-client,91
astroid,91
autopep8,91
c7n,91
c7n-org,91
cloudsplaining,91
cmake,91
commitizen,91
databricks-cli,91
django-filter,91
frozenlist,91
gcsfs,91
googleapis-common-protos,91
google-auth-httplib2,91
google-cloud-core,91
google-resumable-media,91
graphene,91
hdbscan,91
humanize,91
icalendar,91
identify,91
importlib-metadata,90
importlib-resources,91
maturin,91
o365,91
partd,91
petl,91
pex,85
pyfakefs,91
pygame,91
pytelegrambotapi,91
readme-renderer,91
robotframework-seleniumlibrary,91
semver,91
tbb,91
tensorflow-estimator,91
tensorflow-io,91
tensorflow-transform,91
trio-websocket,91
webargs,94
wheel,91
yq,91
zigpy,91
aws-sam-translator,97
cfn-lint,97
ipywidgets,91
apache-airflow,91
onnxruntime,91
dask,91
dbt-core,91
discord,91
discord-py,91
distributed,91
kfp-server-api,91
pydeequ,91
spacy,91
tb-nightly,91
tensorboard,91
tensorboard-data-server,91
apscheduler,91
argcomplete,91
authlib,91
bitarray,91
cleo,91
dill,91
dnspython,91
gimme-aws-creds,91
great-expectations,94
hatchling,91
isort,91
joblib,91
jsonschema,91
kombu,91
loguru,91
omegaconf,91
phonenumbers,91
psycopg2-binary,91
pycryptodome,91
pycryptodomex,91
pygments,91
rapidfuzz,91
typeguard,91
xgboost,91
xlsxwriter,91
cerberus,88
certifi,91
fastavro,91
fastparquet,91
filelock,91
flask-cors,91
imageio,91
kiwisolver,91
llvmlite,91
lxml,91
more-itertools,94
netaddr,91
numexpr,91
openai,91
pluggy,91
pyflakes,91
pymssql,91
pytest-asyncio,91
safetensors,91
simple-salesforce,91
tenacity,91
tokenizers,91
ujson,91
validators,91
django-constance,92
sentencepiece,92
github3-py,92
requests-toolbelt,95
robotframework,94
apache-airflow-providers-amazon,91
apache-airflow-providers-ssh,91
azure-eventgrid,92
azure-mgmt-batch,96
azure-mgmt-cognitiveservices,96
azure-mgmt-kusto,92
azure-mgmt-maps,92
azure-mgmt-netapp,92
azure-mgmt-recoveryservicesbackup,96
azure-mgmt-redhatopenshift,92
azure-mgmt-redis,96
azure-mgmt-trafficmanager,96
azure-synapse-artifacts,92
xarray,92
installer,92
nbclient,92
networkx,93
protobuf,93
sympy,87
thrift,90
torch,94
torchvision,94
avro,93
jupyter-lsp,93
pandas,93
pybind11,93
sqlparse,93
structlog,93
asgiref,93
fiona,93
python-dotenv,92
watchdog,93
yarl,90
aesara,93
apache-airflow-providers-airbyte,93
apache-airflow-providers-alibaba,90
apache-airflow-providers-apache-beam,93
apache-airflow-providers-apache-druid,93
apache-airflow-providers-apache-hdfs,93
apache-airflow-providers-apache-hive,93
apache-airflow-providers-apache-livy,93
apache-airflow-providers-apache-pinot,90
apache-airflow-providers-apache-spark,93
apache-airflow-providers-asana,93
apache-airflow-providers-celery,93
apache-airflow-providers-datadog,93
apache-airflow-providers-dbt-cloud,93
apache-airflow-providers-docker,93
apache-airflow-providers-elasticsearch,93
apache-airflow-providers-exasol,93
apache-airflow-providers-facebook,93
apache-airflow-providers-github,93
apache-airflow-providers-hashicorp,93
apache-airflow-providers-influxdb,93
apache-airflow-providers-jdbc,93
apache-airflow-providers-jenkins,93
apache-airflow-providers-microsoft-azure,93
apache-airflow-providers-mongo,93
apache-airflow-providers-neo4j,93
apache-airflow-providers-oracle,93
apache-airflow-providers-pagerduty,93
apache-airflow-providers-presto,93
apache-airflow-providers-redis,93
apache-airflow-providers-salesforce,93
apache-airflow-providers-samba,93
apache-airflow-providers-sendgrid,93
apache-airflow-providers-tableau,93
apache-airflow-providers-trino,93
apache-airflow-providers-vertica,93
apache-airflow-providers-zendesk,93
apache-libcloud,93
apache-superset,93
autogluon,90
aws-cdk-aws-glue-alpha,93
aws-cdk-aws-kinesisfirehose-alpha,93
aws-cdk-aws-kinesisfirehose-destinations-alpha,93
aws-cdk-aws-redshift-alpha,93
awxkit,93
azure-ai-formrecognizer,93
azure-core-tracing-opentelemetry,93
azure-mgmt-costmanagement,93
azure-monitor-opentelemetry-exporter,93
azure-schemaregistry-avroserializer,93
bentoml,93
cibuildwheel,93
cirq,93
cirq-aqt,93
cirq-core,93
cirq-google,93
cirq-ionq,93
cirq-pasqal,93
cirq-rigetti,93
cirq-web,93
cupy-cuda111,93
cupy-cuda11x,93
deepspeed,97
django-cms,93
faust-streaming,93
gdal,93
google-ai-generativelanguage,93
google-cloud-artifact-registry,93
google-cloud-batch,93
google-cloud-billing,93
google-cloud-certificate-manager,88
google-cloud-dialogflow,93
google-cloud-dialogflow-cx,93
google-cloud-documentai,93
google-cloud-functions,93
google-cloud-iam,93
google-cloud-notebooks,93
google-cloud-private-ca,93
google-cloud-recaptcha-enterprise,93
graphene-django,93
gymnasium,93
homeassistant,93
ibis-framework,93
localstack,93
localstack-core,93
localstack-ext,93
mimesis,93
mne,93
opentelemetry-exporter-jaeger,93
opentelemetry-exporter-zipkin-json,93
opentelemetry-exporter-zipkin-proto-http,93
opentelemetry-propagator-b3,93
opentelemetry-propagator-jaeger,93
patroni,93
praw,93
projen,88
pycaret,93
pyiceberg,93
pymc,93
pyvista,93
rasa,93
scanpy,93
stable-baselines3,93
tensorflow-macos,93
tf-nightly,97
tfp-nightly,93
tortoise-orm,93
tts,93
usd-core,93
vispy,93
wagtail,93
xds-protos,93
databricks-connect,97
dbt-semantic-interfaces,94
django-oauth-toolkit,94
django-redis,97
duckdb,94
flax,94
foundationdb,94
mkdocs-material,97
onnxruntime-gpu,94
opensearch-py,94
opentelemetry-util-http,94
pdm,94
pulumi,94
sktime,94
tablib,94
tensorflow-intel,94
torchaudio,97
torchtext,97
twilio,94
twine,94
types-aiofiles,94
types-bleach,94
types-cachetools,94
types-colorama,94
types-decorator,94
types-deprecated,94
types-docutils,94
types-jsonschema,94
types-markdown,94
types-mock,94
types-pillow,94
types-psycopg2,94
types-pygments,94
types-pymysql,94
types-pyopenssl,94
types-pyserial,94
types-simplejson,94
types-tabulate,94
types-toml,94
types-ujson,94
atlassian-python-api,94
cdk-nag,97
conan,94
constructs,94
djangorestframework-simplejwt,94
django-stubs,94
django-widget-tweaks,94
dns-lexicon,94
dynaconf,94
elasticsearch-dsl,94
frictionless,94
gensim,94
google-api-core,94
google-auth-oauthlib,94
google-cloud-bigquery-storage,94
google-cloud-firestore,94
google-cloud-logging,94
google-cloud-pubsub,94
google-cloud-storage,94
jupyter-core,94
jupyterlab-server,94
knack,94
mkdocs,94
mkdocstrings,94
modin,94
optimum,94
playwright,94
policy-sentry,94
prefect,94
proto-plus,94
pyinstaller,94
pypdf,94
requests-cache,91
tensorflow-datasets,94
tfds-nightly,94
trove-classifiers,94
typing-extensions,94
urwid,94
vcrpy,92
xformers,94
ansible,94
apache-airflow-providers-common-sql,94
azure-cli,94
azure-cli-core,94
azure-keyvault-keys,94
azure-keyvault-secrets,94
azure-mgmt-containerinstance,94
azure-mgmt-core,94
azure-mgmt-cosmosdb,96
azure-mgmt-datafactory,94
azure-mgmt-msi,93
azure-mgmt-resource,94
azure-mgmt-signalr,94
azure-mgmt-web,94
grpcio,88
lit,94
matplotlib,94
mlflow,94
mypy,94
numpy,94
pyarrow,94
rich,94
ruff,94
scikit-image,94
scikit-learn,94
scipy,94
tensorflow,94
transformers,94
trio,94
types-pytz,97
types-pyyaml,97
types-requests,97
types-setuptools,97
types-urllib3,97
bleach,97
celery,94
docker,87
gunicorn,94
ipython,94
jedi,94
markupsafe,93
nltk,94
numba,94
opencensus,94
pillow,97
pre-commit,94
pydantic,94
pygithub,94
pyjwt,94
pymongo,94
pyparsing,94
triton,94
absl-py,94
alembic,94
anyio,94
async-lru,94
async-timeout,94
build,94
cattrs,93
chex,94
fsspec,94
gevent,94
jsonpickle,94
keras,94
psycopg2,94
pymysql,94
pytest-mock,94
qtpy,94
smart-open,94
spark-nlp,94
tensorflow-io-gcs-filesystem,94
tornado,94
traitlets,94
sendgrid,95
babel,97
bandit,95
attrs,96
awscli,96
azure-batch,96
azure-core,96
azure-cosmos,96
azure-data-tables,96
azure-eventhub,96
azure-mgmt-authorization,96
azure-mgmt-compute,96
azure-mgmt-containerregistry,96
azure-mgmt-containerservice,90
azure-mgmt-dns,96
azure-mgmt-keyvault,96
azure-mgmt-monitor,96
azure-mgmt-network,96
azure-mgmt-recoveryservices,96
azure-mgmt-storage,96
azure-servicebus,96
azure-storage-blob,96
azure-storage-file-datalake,96
azure-storage-file-share,96
azure-storage-queue,96
cython,96
django,96
flatbuffers,99
pip,96
requests,96
tqdm,96
packaging,97
pika,96
psutil,96
ansible-lint,97
apache-airflow-providers-cncf-kubernetes,97
apache-airflow-providers-databricks,97
apache-airflow-providers-google,97
apache-airflow-providers-microsoft-mssql,97
apache-airflow-providers-mysql,97
apache-airflow-providers-postgres,97
apache-airflow-providers-sftp,97
apache-airflow-providers-slack,97
apache-airflow-providers-snowflake,97
arviz,97
astropy,97
aws-cdk-aws-lambda-python-alpha,97
aws-cdk-lib,97
aws-lambda-powertools,97
azure-mgmt-appcontainers,97
cookiecutter,97
django-debug-toolbar,97
django-import-export,97
django-silk,97
django-simple-history,97
dvc,97
factory-boy,97
flask-appbuilder,97
google-cloud-datacatalog,97
google-cloud-dataform,97
