,Unnamed: 0,Id,Label,Degree,Pageranks,Eigencentrality,Package,FinalRiskScore,In_reach,Agg_RS),Agg_RS20),Agg_RS30),Agg_RS50),Agg_RS70)
0,0,0,gromacs-py-2.0.3,5,3.5e-05,0.0,gromacs-py,0.68386668,69,42.382530036000006,42.382530036000006,40.028849758,38.1133268,19.947302302999997
1,1,1,matplotlib-3.7.1,655,0.004566,0.303955,matplotlib,0.396813469,28,15.063771798999998,15.063771798999998,13.231879334999999,11.65393403,6.349394042
2,2,2,os-command-py-1.1.0,2,5e-05,0.000936,os-command-py,0.84753316,1,0.84753316,0.84753316,0.84753316,0.84753316,0.84753316
3,3,3,pandas-2.0.0,849,0.006316,0.40139,pandas,0.820746042,11,6.012481453999999,6.012481453999999,4.708011919,4.708011919,4.708011919
4,4,4,pdb-manip-py-1.4.2,5,4.1e-05,0.000457,pdb-manip-py,0.835887941,41,24.967018484,24.967018484,23.140761134999998,22.803183481999998,11.245380988999997
5,5,5,tqdm-4.65.0,393,0.002428,0.187177,tqdm,0.619815336,1,0.619815336,0.619815336,0.619815336,0.619815336,0.0
6,6,6,contourpy-1.0.7,9,0.000294,0.016168,contourpy,0.805287543,7,2.3706509849999997,2.3706509849999997,0.805287543,0.805287543,0.805287543
7,7,7,cycler-0.11.0,12,0.000319,0.020275,cycler,0.759591482,1,0.759591482,0.759591482,0.759591482,0.759591482,0.759591482
8,8,8,fonttools-4.39.3,29,0.000665,0.026256,fonttools,0.547940771,9,5.657055015,5.657055015,5.390525993,4.9895571709999995,3.187439731
9,9,9,kiwisolver-1.4.4,14,0.000342,0.021345,kiwisolver,0.595092828,1,0.595092828,0.595092828,0.595092828,0.595092828,0.0
10,10,10,numpy-1.24.2,1927,0.024948,1.0,numpy,0.260893907,1,0.260893907,0.260893907,0.0,0.0,0.0
11,11,11,packaging-23.1,273,0.00359,0.169708,packaging,0.593759389,1,0.593759389,0.593759389,0.593759389,0.593759389,0.0
12,12,12,pillow-9.5.0,268,0.002966,0.143346,pillow,0.390081507,1,0.390081507,0.390081507,0.390081507,0.0,0.0
13,13,13,pyparsing-3.0.9,74,0.002492,0.05472,pyparsing,0.573270314,1,0.573270314,0.573270314,0.573270314,0.573270314,0.0
14,14,14,python-dateutil-2.8.2,404,0.005547,0.233324,python-dateutil,0.838665925,3,2.355484647,2.355484647,2.355484647,2.355484647,2.355484647
15,15,15,numpy-1.23.5,219,0.005681,0.190205,numpy,0.260893907,1,0.260893907,0.260893907,0.0,0.0,0.0
16,16,16,numpy-1.21.6,33,0.001736,0.064446,numpy,0.260893907,1,0.260893907,0.260893907,0.0,0.0,0.0
17,17,17,numpy-1.22.4,39,0.002753,0.085008,numpy,0.260893907,1,0.260893907,0.260893907,0.0,0.0,0.0
18,18,18,numpy-1.21.5,23,0.002079,0.069577,numpy,0.260893907,1,0.260893907,0.260893907,0.0,0.0,0.0
19,19,19,pillow-8.4.0,13,0.000406,0.02144,pillow,0.390081507,1,0.390081507,0.390081507,0.390081507,0.0,0.0
20,20,20,packaging-21.3,32,0.00089,0.035557,packaging,0.593759389,4,2.3135703309999998,2.3135703309999998,2.3135703309999998,2.3135703309999998,0.0
21,21,21,numpy-1.22.1,20,0.001408,0.050323,numpy,0.260893907,1,0.260893907,0.260893907,0.0,0.0,0.0
22,22,22,six-1.16.0,893,0.020897,0.460884,six,0.758409361,1,0.758409361,0.758409361,0.758409361,0.758409361,0.758409361
23,23,23,six-1.15.0,15,0.002812,0.017629,six,0.758409361,1,0.758409361,0.758409361,0.758409361,0.758409361,0.758409361
24,24,24,pytz-2023.3,200,0.003114,0.121442,pytz,0.786790187,1,0.786790187,0.786790187,0.786790187,0.786790187,0.786790187
25,25,25,tzdata-2023.3,5,0.000998,0.021274,tzdata,0.744991043,1,0.744991043,0.744991043,0.744991043,0.744991043,0.744991043
26,26,26,pdb2pqr-3.5.2,6,4.4e-05,0.000479,pdb pqr,0.764545825,32,21.380656288,21.380656288,21.119762381,21.119762381,9.561959888
27,27,27,scipy-1.10.1,819,0.006276,0.396154,scipy,0.337577653,8,2.163835002,2.163835002,0.337577653,0.0,0.0
28,28,28,docutils-0.17.1,8,8.6e-05,0.003857,docutils,0.671641247,1,0.671641247,0.671641247,0.671641247,0.671641247,0.0
29,29,29,mmcif-pdbx-2.0.1,2,4.7e-05,0.000937,mmcif-pdbx,0.95736333,1,0.95736333,0.95736333,0.95736333,0.95736333,0.95736333
30,30,30,propka-3.5.0,1,4.2e-05,0.00048,propka,0.671641247,1,0.671641247,0.671641247,0.671641247,0.671641247,0.0
31,31,31,requests-2.28.2,1915,0.025964,0.906595,requests,0.515598341,27,18.054570732,18.054570732,18.054570732,18.054570732,7.840050733
32,32,32,certifi-2022.12.7,142,0.003763,0.123986,certifi,0.607135444,1,0.607135444,0.607135444,0.607135444,0.607135444,0.0
33,33,33,charset-normalizer-3.1.0,11,0.001572,0.054054,charset-normalizer,0.753981657,1,0.753981657,0.753981657,0.753981657,0.753981657,0.753981657
34,34,34,idna-3.4,41,0.003475,0.077516,idna,0.638660348,1,0.638660348,0.638660348,0.638660348,0.638660348,0.0
35,35,35,urllib3-1.26.15,223,0.004022,0.151327,urllib,0.564677815,12,8.747775872999998,8.747775872999998,8.747775872999998,8.747775872999998,5.578105762
36,36,36,pysocks-1.7.1,13,0.001858,0.05515,pysocks,0.831900379,1,0.831900379,0.831900379,0.831900379,0.831900379,0.831900379
37,37,37,charset-normalizer-2.1.1,6,0.001292,0.04602,charset-normalizer,0.753981657,1,0.753981657,0.753981657,0.753981657,0.753981657,0.753981657
38,38,38,urllib3-1.26.7,6,0.001361,0.04663,urllib,0.564677815,1,0.564677815,0.564677815,0.564677815,0.564677815,0.0
39,39,39,certifi-2018.4.16,2,0.001266,0.04363,certifi,0.607135444,1,0.607135444,0.607135444,0.607135444,0.607135444,0.0
40,40,40,idna-2.7,6,0.001408,0.04666,idna,0.638660348,1,0.638660348,0.638660348,0.638660348,0.638660348,0.0
41,41,41,idna-2.10,21,0.001561,0.05494,idna,0.638660348,1,0.638660348,0.638660348,0.638660348,0.638660348,0.0
42,42,42,urllib3-1.25.8,2,0.001264,0.04363,urllib,0.564677815,1,0.564677815,0.564677815,0.564677815,0.564677815,0.0
43,43,43,charset-normalizer-3.0.1,4,0.001264,0.04456,charset-normalizer,0.753981657,1,0.753981657,0.753981657,0.753981657,0.753981657,0.753981657
44,44,44,urllib3-1.26.14,5,0.001295,0.04507,urllib,0.564677815,1,0.564677815,0.564677815,0.564677815,0.564677815,0.0
45,45,45,urllib3-1.24.2,2,0.001267,0.04363,urllib,0.564677815,1,0.564677815,0.564677815,0.564677815,0.564677815,0.0
46,46,46,certifi-2020.12.5,11,0.001351,0.0485,certifi,0.607135444,1,0.607135444,0.607135444,0.607135444,0.607135444,0.0
47,47,47,certifi-2018.11.29,6,0.001362,0.04621,certifi,0.607135444,1,0.607135444,0.607135444,0.607135444,0.607135444,0.0
48,48,48,certifi-2021.10.8,8,0.00138,0.04752,certifi,0.607135444,1,0.607135444,0.607135444,0.607135444,0.607135444,0.0
49,49,49,urllib3-1.25.11,11,0.001455,0.04901,urllib,0.564677815,1,0.564677815,0.564677815,0.564677815,0.564677815,0.0
50,50,50,numpy-1.22.2,6,0.000871,0.02258,numpy,0.260893907,1,0.260893907,0.260893907,0.0,0.0,0.0
51,51,51,numpy-1.22.3,21,0.001149,0.03666,numpy,0.260893907,1,0.260893907,0.260893907,0.0,0.0,0.0
52,52,52,goedwig-0.2.0,1,3.5e-05,0.0,goedwig,0.831759884,7,5.007932926,5.007932926,5.007932926,5.007932926,3.126307748
53,53,53,icecream-2.1.3,5,6.5e-05,0.00046,icecream,0.760474772,6,4.176173042,4.176173042,4.176173042,4.176173042,2.294547864
54,54,54,asttokens-2.2.1,9,0.000169,0.00403,asttokens,0.775663731,2,1.5340730919999999,1.5340730919999999,1.5340730919999999,1.5340730919999999,1.5340730919999999
55,55,55,colorama-0.4.6,166,0.001805,0.07894,colorama,0.608161838,1,0.608161838,0.608161838,0.608161838,0.608161838,0.0
56,56,56,executing-1.2.0,7,0.000175,0.00348,executing,0.646274343,1,0.646274343,0.646274343,0.646274343,0.646274343,0.0
57,57,57,pygments-2.15.0,117,0.001492,0.06241,pygments,0.627188997,1,0.627188997,0.627188997,0.627188997,0.627188997,0.0
58,58,58,hubitatmaker-0.6.1,2,3.5e-05,0.0,hubitatmaker,0.656422164,27,18.285363975999996,18.285363975999996,18.285363975999996,17.958042993999996,8.558208956
59,59,59,aiohttp-3.8.4,243,0.002798,0.1081,aiohttp,0.327320982,25,16.957300565,16.957300565,16.957300565,16.629979582999997,8.558208956
60,60,60,getmac-0.9.3,2,6.5e-05,0.00091,getmac,0.671641247,1,0.671641247,0.671641247,0.671641247,0.671641247,0.0
61,61,61,aiosignal-1.3.1,6,0.000205,0.00777,aiosignal,0.648895329,2,1.3440497690000002,1.3440497690000002,1.3440497690000002,1.3440497690000002,0.0
62,62,62,async-timeout-4.0.2,31,0.000926,0.02149,async-timeout,0.758138026,1,0.758138026,0.758138026,0.758138026,0.758138026,0.758138026
63,63,63,attrs-23.1.0,90,0.001288,0.05565,attrs,0.827546126,1,0.827546126,0.827546126,0.827546126,0.827546126,0.827546126
64,64,64,frozenlist-1.3.3,8,0.00041,0.00938,frozenlist,0.69515444,1,0.69515444,0.69515444,0.69515444,0.69515444,0.0
65,65,65,multidict-6.0.4,25,0.000773,0.0209,multidict,0.609892488,1,0.609892488,0.609892488,0.609892488,0.609892488,0.0
66,66,66,yarl-1.8.2,44,0.000646,0.02443,yarl,0.580524187,7,4.326182695,4.326182695,4.326182695,4.326182695,0.0
67,67,67,aiodns-3.0.0,9,0.000227,0.00892,aiodns,0.75576147,5,3.57999989,3.57999989,3.57999989,3.57999989,2.9083586429999997
68,68,68,brotli-1.0.9,19,0.000415,0.01508,brotli,0.568848542,1,0.568848542,0.568848542,0.568848542,0.568848542,0.0
69,69,69,attrs-22.2.0,93,0.001203,0.05659,attrs,0.827546126,1,0.827546126,0.827546126,0.827546126,0.827546126,0.827546126
70,70,70,attrs-19.1.0,6,0.000214,0.00791,attrs,0.827546126,1,0.827546126,0.827546126,0.827546126,0.827546126,0.827546126
71,71,71,yarl-1.8.1,7,0.000198,0.00764,yarl,0.580524187,3,1.829077023,1.829077023,1.829077023,1.829077023,0.0
72,72,72,attrs-20.3.0,6,0.000206,0.00789,attrs,0.827546126,1,0.827546126,0.827546126,0.827546126,0.827546126,0.827546126
73,73,73,attrs-21.4.0,31,0.000556,0.02317,attrs,0.827546126,1,0.827546126,0.827546126,0.827546126,0.827546126,0.827546126
74,74,74,yarl-1.1.1,4,0.000189,0.00602,yarl,0.580524187,3,1.829077023,1.829077023,1.829077023,1.829077023,0.0
75,75,75,multidict-5.2.0,6,0.00031,0.00912,multidict,0.609892488,1,0.609892488,0.609892488,0.609892488,0.609892488,0.0
76,76,76,multidict-4.7.6,8,0.000211,0.00497,multidict,0.609892488,1,0.609892488,0.609892488,0.609892488,0.609892488,0.0
77,77,77,humble-0.1.2,3,3.5e-05,0.0,humble,0.695344659,36,24.315078296,24.315078296,24.315078296,24.315078296,10.920106394999998
78,78,78,clint-0.5.1,8,9.7e-05,0.00324,clint,0.597938569,2,1.240195682,1.240195682,1.240195682,1.240195682,0.0
79,79,79,github2-0.6.2,3,4.5e-05,0.00046,github,0.671641247,6,4.324967223,4.324967223,4.324967223,4.324967223,3.080055662
80,80,80,args-0.1.0,2,0.000118,0.00107,args,0.642257113,1,0.642257113,0.642257113,0.642257113,0.642257113,0.0
81,81,81,httplib2-0.22.0,61,0.000772,0.03305,httplib,0.724571015,2,1.297841329,1.297841329,1.297841329,1.297841329,0.724571015
82,82,82,gym-armed-bandits-0.0.1,2,3.5e-05,0.0,gym-armed-bandits,0.847724914,6,3.461610864,3.461610864,2.93982305,2.93982305,1.576890975
83,83,83,gym-0.26.2,114,0.00153,0.05042,gym,0.678585024,5,2.61388595,2.61388595,2.092098136,2.092098136,0.729166061
84,84,84,cloudpickle-2.2.1,44,0.000731,0.02472,cloudpickle,0.729166061,1,0.729166061,0.729166061,0.729166061,0.729166061,0.729166061
85,85,85,gym-notices-0.0.8,4,0.00041,0.00439,gym-notices,0.684347051,1,0.684347051,0.684347051,0.684347051,0.684347051,0.0
86,86,86,hashchain-1.0.0,2,3.5e-05,0.0,hashchain,0.697269965,96,65.67329805400003,65.67329805400003,65.67329805400003,64.48487698000002,30.767030875999993
87,87,87,pysha3-1.0.2,7,9.8e-05,0.00335,pysha,0.800161212,1,0.800161212,0.800161212,0.800161212,0.800161212,0.800161212
88,88,88,web3-6.2.0,21,8e-05,0.00277,web,0.571463285,94,64.17586687700002,64.17586687700002,64.17586687700002,62.987445803000014,29.966869663999987
89,89,89,eth-abi-4.0.0,10,6.6e-05,0.00299,eth-abi,0.622011937,13,8.547974986,8.547974986,8.547974986,7.686874894,2.658901237
90,90,90,eth-account-0.8.0,11,5.1e-05,0.00153,eth-account,0.614968324,20,13.367624051000002,13.367624051000002,13.367624051000002,12.506523959,4.915914911
91,91,91,eth-hash-0.5.1,11,0.000197,0.0049,eth-hash,0.627676632,3,2.197973844,2.197973844,2.197973844,2.197973844,0.936123254
92,92,92,eth-typing-3.3.0,9,0.000186,0.00503,eth-typing,0.631392849,1,0.631392849,0.631392849,0.631392849,0.631392849,0.0
93,93,93,eth-utils-2.1.0,18,0.000222,0.00777,eth-utils,0.612692148,7,4.989442557,4.989442557,4.989442557,4.989442557,1.831355111
94,94,94,hexbytes-0.3.0,18,0.000126,0.00899,hexbytes,0.778165779,1,0.778165779,0.778165779,0.778165779,0.778165779,0.778165779
95,95,95,jsonschema-4.17.3,118,0.0008,0.05165,jsonschema,0.566904786,18,13.487568827,13.487568827,13.487568827,13.487568827,9.554542367
96,96,96,lru-dict-1.1.8,18,0.000101,0.00907,lru-dict,0.641359104,1,0.641359104,0.641359104,0.641359104,0.641359104,0.0
97,97,97,protobuf-4.22.3,254,0.00359,0.13133,protobuf,0.796701697,1,0.796701697,0.796701697,0.796701697,0.796701697,0.796701697
98,98,98,websockets-11.0.1,35,0.000385,0.01755,websockets,0.616334727,1,0.616334727,0.616334727,0.616334727,0.616334727,0.0
99,99,99,eth-tester-0.8.0b3,9,3.9e-05,0.00059,eth-tester- b,0.671641247,31,21.050244159,21.050244159,21.050244159,20.189144066999997,7.965735114
100,100,100,py-geth-3.12.0,2,3.9e-05,0.00059,py-geth,0.761375308,2,1.454307217,1.454307217,1.454307217,1.454307217,0.761375308
101,101,101,websockets-11.0.2,11,0.00015,0.00589,websockets,0.616334727,1,0.616334727,0.616334727,0.616334727,0.616334727,0.0
102,102,102,parsimonious-0.9.0,2,4.9e-05,0.0006,parsimonious,0.617804206,2,0.999921603,0.999921603,0.999921603,0.617804206,0.0
103,103,103,hypothesis-4.57.1,4,5.9e-05,0.00105,hypothesis,0.478982695,3,1.936598889,1.936598889,1.936598889,1.4576161939999999,0.827546126
104,104,104,cytoolz-0.12.1,14,0.000262,0.00722,cytoolz,0.895231857,2,1.547383716,1.547383716,1.547383716,1.547383716,0.895231857
105,105,105,toolz-0.12.0,34,0.000582,0.0175,toolz,0.652151859,1,0.652151859,0.652151859,0.652151859,0.652151859,0.0
106,106,106,regex-2023.3.23,54,0.000799,0.02727,regex,0.382117397,1,0.382117397,0.382117397,0.382117397,0.0,0.0
107,107,107,bitarray-2.7.3,9,0.000109,0.0043,bitarray,0.7221639,1,0.7221639,0.7221639,0.7221639,0.7221639,0.7221639
108,108,108,eth-keyfile-0.6.1,5,4.4e-05,0.00098,eth-keyfile,0.653791914,9,6.279472041,6.279472041,6.279472041,6.279472041,1.831355111
109,109,109,eth-keys-0.4.0,9,8e-05,0.00339,eth-keys,0.63623757,8,5.625680127,5.625680127,5.625680127,5.625680127,1.831355111
110,110,110,eth-rlp-0.3.0,5,4.4e-05,0.00098,eth-rlp,0.657637583,10,7.1819299139999995,7.1819299139999995,7.1819299139999995,7.1819299139999995,3.366204885
111,111,111,rlp-3.0.0,8,7.3e-05,0.00341,rlp,0.756683995,8,5.746126552,5.746126552,5.746126552,5.746126552,2.588039106
112,112,112,pycryptodome-3.17,47,0.000704,0.02287,pycryptodome,0.634173958,1,0.634173958,0.634173958,0.634173958,0.634173958,0.0
113,113,113,safe-pysha3-1.0.3,1,0.000119,0.00067,safe-pysha,0.936123254,1,0.936123254,0.936123254,0.936123254,0.936123254,0.936123254
114,114,114,pyrsistent-0.19.3,10,0.000186,0.00765,pyrsistent,0.717490926,1,0.717490926,0.717490926,0.717490926,0.717490926,0.717490926
115,115,115,fqdn-1.5.1,2,9.3e-05,0.00331,fqdn,0.790177857,1,0.790177857,0.790177857,0.790177857,0.790177857,0.790177857
116,116,116,isoduration-20.11.0,2,8.7e-05,0.00286,isoduration,0.699976565,5,3.714653083,3.714653083,3.714653083,3.714653083,2.355484647
117,117,117,jsonpointer-2.3,4,0.000219,0.00464,jsonpointer,0.778733765,1,0.778733765,0.778733765,0.778733765,0.778733765,0.778733765
118,118,118,rfc3339-validator-0.1.4,5,0.000103,0.00432,rfc -validator,0.684146445,2,1.442555806,1.442555806,1.442555806,1.442555806,0.758409361
119,119,119,rfc3986-validator-0.1.1,2,9.5e-05,0.00336,rfc -validator,0.684146445,1,0.684146445,0.684146445,0.684146445,0.684146445,0.0
120,120,120,uri-template-1.2.0,1,8.7e-05,0.00286,uri-template,0.758353403,1,0.758353403,0.758353403,0.758353403,0.758353403,0.758353403
121,121,121,webcolors-1.13,5,0.000143,0.00487,webcolors,0.729905337,1,0.729905337,0.729905337,0.729905337,0.729905337,0.729905337
122,122,122,rfc3987-1.3.8,4,0.000115,0.00442,rfc,0.941758054,1,0.941758054,0.941758054,0.941758054,0.941758054,0.941758054
123,123,123,h2o-wave-ml-0.8.1,3,3.5e-05,0.0,h o-wave-ml,0.812657205,34,22.740387788,22.740387788,22.740387788,22.740387788,8.652707937999999
124,124,124,driverlessai-1.10.4.3,5,4.5e-05,0.00046,driverlessai,0.671641247,31,20.584448089,20.584448089,20.584448089,20.584448089,7.840050733
125,125,125,h2o-3.40.0.3,5,5.5e-05,0.00091,h o,0.671641247,30,20.044662474999996,20.044662474999996,20.044662474999996,20.044662474999996,7.840050733
126,126,126,tabulate-0.9.0,116,0.000864,0.05436,tabulate,0.646809249,1,0.646809249,0.646809249,0.646809249,0.646809249,0.0
127,127,127,toml-0.10.2,86,0.000646,0.04071,toml,0.660148803,1,0.660148803,0.660148803,0.660148803,0.660148803,0.0
128,128,128,tornado-6.2,53,0.000596,0.028,tornado,0.551278058,1,0.551278058,0.551278058,0.551278058,0.551278058,0.0
129,129,129,future-0.18.3,154,0.001809,0.07324,future,0.671641247,1,0.671641247,0.671641247,0.671641247,0.671641247,0.0
130,130,130,grimoirelab-toolkit-0.3.3,4,3.6e-05,0.00094,grimoirelab-toolkit,0.649093933,4,3.00457858,3.00457858,3.00457858,3.00457858,2.355484647
131,131,131,able-0.3.4,1,3.5e-05,0.0,able,0.664980646,2,1.283550505,1.283550505,1.283550505,1.283550505,0.0
132,132,132,dbus-next-0.2.3,3,7.8e-05,0.00137,dbus-next,0.618569859,1,0.618569859,0.618569859,0.618569859,0.618569859,0.0
133,133,133,hekatomb-1.5,4,3.5e-05,0.0,hekatomb,0.94885031,27,20.87032002799999,20.87032002799999,20.87032002799999,20.87032002799999,17.63632628199999
134,134,134,dnspython-2.3.0,27,0.001,0.01394,dnspython,0.712805703,1,0.712805703,0.712805703,0.712805703,0.712805703,0.712805703
135,135,135,impacket-0.10.0,10,4.2e-05,0.00046,impacket,0.833352061,26,19.921469717999994,19.921469717999994,19.921469717999994,19.921469717999994,16.687475971999994
136,136,136,ldap3-2.9.1,8,0.000108,0.00329,ldap,0.713590445,2,1.487957576,1.487957576,1.487957576,1.487957576,1.487957576
137,137,137,pycryptodomex-3.17,25,0.000327,0.01216,pycryptodomex,0.651675483,1,0.651675483,0.651675483,0.651675483,0.651675483,0.0
138,138,138,chardet-5.1.0,43,0.000458,0.0204,chardet,0.740379799,1,0.740379799,0.740379799,0.740379799,0.740379799,0.740379799
139,139,139,flask-2.2.3,161,0.001773,0.07513,flask,0.763313977,10,7.9326653050000004,7.9326653050000004,7.9326653050000004,7.9326653050000004,7.381184793000001
140,140,140,ldapdomaindump-0.9.4,5,4.2e-05,0.00096,ldapdomaindump,0.785622027,5,3.658026553,3.658026553,3.658026553,3.658026553,2.986385306
141,141,141,pyasn1-0.4.8,37,0.001454,0.02102,pyasn,0.774367131,1,0.774367131,0.774367131,0.774367131,0.774367131,0.774367131
142,142,142,pyopenssl-23.1.1,51,0.000872,0.02963,pyopenssl,0.687555257,7,5.346961156,5.346961156,5.346961156,5.346961156,3.9877646519999996
143,143,143,click-8.1.3,587,0.007014,0.28405,click,0.786075881,1,0.786075881,0.786075881,0.786075881,0.786075881,0.786075881
144,144,144,itsdangerous-2.1.2,27,0.000553,0.01738,itsdangerous,0.877979849,1,0.877979849,0.877979849,0.877979849,0.877979849,0.877979849
145,145,145,jinja2-3.1.2,268,0.002919,0.13594,jinja,0.785435104,5,4.168379981999999,4.168379981999999,4.168379981999999,4.168379981999999,4.168379981999999
146,146,146,werkzeug-2.2.3,49,0.000752,0.02713,werkzeug,0.551480512,2,1.40726047,1.40726047,1.40726047,1.40726047,0.855779958
147,147,147,jinja2-3.0.3,16,0.000394,0.01042,jinja,0.785435104,3,2.49699502,2.49699502,2.49699502,2.49699502,2.49699502
148,148,148,markupsafe-2.1.2,39,0.002057,0.02799,markupsafe,0.855779958,1,0.855779958,0.855779958,0.855779958,0.855779958,0.855779958
149,149,149,markupsafe-2.0.1,15,0.001052,0.01474,markupsafe,0.855779958,1,0.855779958,0.855779958,0.855779958,0.855779958,0.855779958
150,150,150,markupsafe-2.1.1,9,0.000814,0.01089,markupsafe,0.855779958,1,0.855779958,0.855779958,0.855779958,0.855779958,0.855779958
151,151,151,babel-2.12.1,35,0.000848,0.02388,babel,0.815605004,1,0.815605004,0.815605004,0.815605004,0.815605004,0.815605004
152,152,152,cryptography-40.0.2,140,0.003152,0.07871,cryptography,0.847395434,4,2.964615031,2.964615031,2.964615031,2.964615031,2.292973784
153,153,153,cryptography-40.0.1,24,0.001326,0.02165,cryptography,0.847395434,4,2.964615031,2.964615031,2.964615031,2.964615031,2.292973784
154,154,154,cryptography-39.0.2,4,0.000292,0.00262,cryptography,0.847395434,4,2.964615031,2.964615031,2.964615031,2.964615031,2.292973784
155,155,155,cffi-1.15.1,74,0.00673,0.04071,cffi,0.671641247,3,2.117219597,2.117219597,2.117219597,2.117219597,1.44557835
156,156,156,pycparser-2.21,9,0.002986,0.00599,pycparser,0.722789175,1,0.722789175,0.722789175,0.722789175,0.722789175,0.722789175
157,157,157,pycparser-2.14,2,0.002916,0.00271,pycparser,0.722789175,1,0.722789175,0.722789175,0.722789175,0.722789175,0.722789175
158,158,158,hm3u8dl-cli-0.4.9,8,3.5e-05,0.0,hm u dl-cli,0.968274836,46,31.930647802,31.930647802,31.930647802,31.930647802,15.424052033999995
159,159,159,m3u8-3.4.0,3,4.6e-05,0.00091,m u,0.581566931,2,1.413337336,1.413337336,1.413337336,1.413337336,0.831770405
160,160,160,multiprocess-0.70.14,15,0.000102,0.00711,multiprocess,0.920651519,2,1.795917883,1.795917883,1.795917883,1.795917883,1.795917883
161,161,161,retry-0.9.2,14,0.00011,0.00573,retry,0.811239802,3,2.412692827,2.412692827,2.412692827,2.412692827,2.412692827
162,162,162,rich-13.3.4,86,0.000749,0.04033,rich,0.65949082,8,5.480586836,5.480586836,5.480586836,5.480586836,1.57534535
163,163,163,iso8601-1.1.0,41,0.000375,0.02114,iso,0.831770405,1,0.831770405,0.831770405,0.831770405,0.831770405,0.831770405
164,164,164,dill-0.3.6,52,0.000415,0.02554,dill,0.875266364,1,0.875266364,0.875266364,0.875266364,0.875266364,0.875266364
165,165,165,decorator-5.1.1,62,0.000888,0.03326,decorator,0.7537292,1,0.7537292,0.7537292,0.7537292,0.7537292,0.7537292
166,166,166,py-1.11.0,22,0.000318,0.01118,py,0.847723825,1,0.847723825,0.847723825,0.847723825,0.847723825,0.847723825
167,167,167,markdown-it-py-2.2.0,16,0.000555,0.00806,markdown-it-py,0.636462198,5,3.5667180220000003,3.5667180220000003,3.5667180220000003,3.5667180220000003,1.57534535
168,168,168,pygments-2.15.1,18,0.000437,0.01362,pygments,0.627188997,1,0.627188997,0.627188997,0.627188997,0.627188997,0.0
169,169,169,mdurl-0.1.2,2,0.000193,0.00125,mdurl,0.828002022,1,0.828002022,0.828002022,0.828002022,0.828002022,0.828002022
170,170,170,linkify-it-py-2.0.0,3,0.000193,0.00127,linkify-it-py,0.694979533,2,1.442322861,1.442322861,1.442322861,1.442322861,0.747343328
171,171,171,mdit-py-plugins-0.3.5,4,0.0002,0.00175,mdit-py-plugins,0.659930941,5,3.566718022,3.566718022,3.566718022,3.566718022,1.57534535
172,172,172,hackme-1.0.0,3,3.5e-05,0.0,hackme,0.695184087,34,22.855887825,22.855887825,22.855887825,22.855887825,9.247709238999999
173,173,173,pylintfileheader-0.3.2,1,4.5e-05,0.00046,pylintfileheader,0.694963034,1,0.694963034,0.694963034,0.694963034,0.694963034,0.0
174,174,174,scapy-2.5.0,6,7.1e-05,0.00277,scapy,0.646791599,1,0.646791599,0.646791599,0.646791599,0.646791599,0.0
175,175,175,wikipedia-1.4.0,4,4.6e-05,0.00091,wikipedia,0.68507862,31,20.818949104999998,20.818949104999998,20.818949104999998,20.818949104999998,9.247709238999999
176,176,176,beautifulsoup4-4.12.2,243,0.002249,0.11444,beautifulsoup,0.671641247,3,2.079299753,2.079299753,2.079299753,2.079299753,1.407658506
177,177,177,soupsieve-2.4,10,0.001315,0.01075,soupsieve,0.703829253,1,0.703829253,0.703829253,0.703829253,0.703829253,0.703829253
178,178,178,soupsieve-2.4.1,9,0.001304,0.0104,soupsieve,0.703829253,1,0.703829253,0.703829253,0.703829253,0.703829253,0.703829253
179,179,179,hslog-1.17.3,3,4.2e-05,0.00046,hslog,0.822316092,30,20.331150784,20.331150784,20.331150784,20.331150784,9.444989537999998
180,180,180,aniso8601-9.0.1,8,0.00017,0.00437,aniso,0.671641247,1,0.671641247,0.671641247,0.671641247,0.671641247,0.0
181,181,181,hearthstone-6.5.1,3,6e-05,0.00094,hearthstone,0.782622713,28,18.837193444999997,18.837193444999997,18.837193444999997,18.837193444999997,8.622673446
182,182,182,holdmykeys-0.1.0,1,3.5e-05,0.0,holdmykeys,0.831887323,2,1.617963204,1.617963204,1.617963204,1.617963204,1.617963204
183,183,183,hypers-nacos-0.1.67,2,3.5e-05,0.0,hypers-nacos,0.786595374,64,43.534391605,43.534391605,43.534391605,43.534391605,19.410700287999997
184,184,184,pyyaml-6.0,630,0.006842,0.3076,pyyaml,0.582502359,1,0.582502359,0.582502359,0.582502359,0.582502359,0.0
185,185,185,twine-4.0.2,26,0.000113,0.00702,twine,0.627062931,62,42.165293872,42.165293872,42.165293872,42.165293872,18.624104913999997
186,186,186,importlib-metadata-6.5.0,15,0.00014,0.00881,importlib-metadata,0.738331031,2,1.423531765,1.423531765,1.423531765,1.423531765,0.738331031
187,187,187,keyring-23.13.1,30,0.00022,0.01125,keyring,0.843216525,16,11.598769933,11.598769933,11.598769933,11.598769933,7.661097964
188,188,188,pkginfo-1.9.6,6,5.7e-05,0.00317,pkginfo,0.812281158,1,0.812281158,0.812281158,0.812281158,0.812281158,0.812281158
189,189,189,readme-renderer-37.3,8,5.2e-05,0.00175,readme-renderer,0.612990947,8,5.390610651,5.390610651,5.390610651,5.390610651,2.1799592160000003
