Package,Overall,FinalRiskScore,Score,Id,Label,Degree,Pageranks,Eigencentrality,In_reach
cfgv,3.78,0.661627233,77,3015,cfgv-3.3.1,7,6.8e-05,0.00335,1
fastavro,3.78,0.44844627,91,1049,fastavro-1.7.3,3,5.7e-05,0.00139,1
snowballstemmer,3.78,0.678184531,86,1227,snowballstemmer-2.2.0,15,0.00014,0.00807,1
graphframes,3.78,0.617293539,75,11223,graphframes-0.6,2,3.5e-05,0.0,3
einops,3.78,0.621801854,88,1411,einops-0.6.0,14,0.000224,0.00649,1
tokenize-rt,3.78,0.737351322,73,12238,tokenize-rt-5.0.0,2,0.0001,0.00096,1
psycopg,3.78,0.796792606,85,6067,psycopg-3.1.8,3,4.6e-05,0.00048,3
pathvalidate,3.78,0.792662533,75,4764,pathvalidate-2.5.2,5,5.6e-05,0.00235,1
fs,3.78,0.837003193,65,2895,fs-2.4.16,10,0.000205,0.00422,4
koalas,3.78,0.724440845,64,747,koalas-0.32.0,5,3.7e-05,0.00046,33
psycopg-binary,3.78,0.730249797,83,8364,psycopg-binary-3.1.8,1,5.5e-05,0.00048,1
imagehash,3.78,0.619755407,60,4582,imagehash-4.3.1,6,4.9e-05,0.00094,13
plotnine,3.78,0.721004481,83,8198,plotnine-0.10.1,9,5.5e-05,0.00091,45
peewee,3.78,0.714612039,88,2491,peewee-3.16.1,4,7.5e-05,0.00183,1
typepy,3.78,0.743828219,70,1898,typepy-1.3.0,10,0.000134,0.00292,8
igraph,3.78,0.700767549,85,4008,igraph-0.10.4,5,0.000157,0.00203,2
aioredis,3.78,0.567946064,64,715,aioredis-2.0.1,7,6.1e-05,0.00229,3
flaky,3.78,0.761612184,70,12585,flaky-3.7.0,1,3.8e-05,0.00046,1
jq,3.78,0.603958819,77,4591,jq-1.4.1,2,4e-05,0.00091,1
aio-pika,3.78,0.570470172,79,854,aio-pika-8.1.0,8,5.3e-05,0.00292,10
python-lsp-jsonrpc,3.78,0.649343356,82,2558,python-lsp-jsonrpc-1.0.0,3,3.7e-05,0.00094,2
troposphere,3.78,0.564602,97,7446,troposphere-4.3.2,3,3.9e-05,0.00046,6
pyvirtualdisplay,3.78,0.642212709,61,2123,pyvirtualdisplay-3.0,3,7.1e-05,0.00137,1
python-graphql-client,3.78,0.65375467,61,6147,python-graphql-client-0.4.3,4,6.5e-05,0.00046,47
tabledata,3.78,0.744186621,70,4765,tabledata-1.3.1,3,4.2e-05,0.00052,10
griffe,3.78,0.630926253,87,7602,griffe-0.27.0,2,3.6e-05,0.0005,2
pytablewriter,3.78,0.781431763,70,4760,pytablewriter-0.64.2,10,6e-05,0.00139,14
tcolorpy,3.78,0.738504091,70,4762,tcolorpy-0.1.2,3,6.2e-05,0.00146,1
furo,3.78,0.609136717,88,8581,furo-2023.3.27,5,3.7e-05,0.00046,52
tox-gh-actions,3.78,0.698813772,74,11564,tox-gh-actions-3.1.0,2,4.1e-05,0.00046,15
alive-progress,3.78,0.793236768,77,5207,alive-progress-3.1.1,4,4.3e-05,0.00096,3
praat-parselmouth,3.78,0.653559089,74,5104,praat-parselmouth-0.4.3,2,3.8e-05,0.00046,2
awacs,3.78,0.749325495,84,7445,awacs-2.3.0,2,5.6e-05,0.00094,1
python-igraph,3.78,0.685953132,85,4233,python-igraph-0.10.4,5,5.5e-05,0.00185,3
discord-webhook,3.78,0.765338141,80,708,discord-webhook-1.1.0,2,4.5e-05,0.00046,28
aiohttp-socks,3.78,0.803744986,73,5238,aiohttp-socks-0.8.0,4,5e-05,0.00094,27
pyserde,3.78,0.760227493,85,2360,pyserde-0.10.4,5,8.3e-05,0.00094,11
lazy,3.78,0.659205986,70,4943,lazy-1.5,3,7.3e-05,0.00139,1
humbug,3.78,0.814587824,71,11617,humbug-0.3.1,1,3.5e-05,0.0,28
censys,3.78,0.757787346,87,10198,censys-2.0.9,4,3.6e-05,0.00046,33
datetimerange,3.78,0.802868762,70,4757,datetimerange-1.2.0,3,3.8e-05,0.00046,9
habanero,3.78,0.774241575,74,9555,habanero-1.2.3,3,3.7e-05,0.00046,29
monty,3.78,0.723262721,81,9137,monty-2023.4.10,6,6.3e-05,0.00292,1
fastrlock,3.78,0.659745541,67,12320,fastrlock-0.8.1,1,5.2e-05,0.00048,1
djangorestframework-dataclasses,3.78,0.67500072,76,8569,djangorestframework-dataclasses-1.2.0,3,4.5e-05,0.00046,9
astral,3.78,0.637322823,62,2574,astral-2.2,5,5.5e-05,0.00187,2
enlighten,3.78,0.666765782,76,7019,enlighten-1.11.2,3,4.2e-05,0.00046,5
mido,3.78,0.741872717,89,3970,mido-1.2.10,3,5.8e-05,0.00139,1
wemake-python-styleguide,3.78,0.595199428,84,12097,wemake-python-styleguide-0.16.1,20,3.9e-05,0.00046,47
osmnx,3.78,0.721372583,85,1540,osmnx-1.3.0,12,4.7e-05,0.00139,74
huey,3.78,0.752905872,82,6478,huey-2.4.5,3,7.2e-05,0.00137,1
zconfig,3.78,0.674112016,76,1928,zconfig-3.6.1,6,7.5e-05,0.00315,1
polyaxon,3.78,0.817838984,68,6971,polyaxon-1.20.0,20,3.9e-05,0.00046,96
colorama,3.76,0.608161838,87,55,colorama-0.4.6,166,0.001805,0.07894,1
dill,3.76,0.875266364,91,164,dill-0.3.6,52,0.000415,0.02554,1
msal-extensions,3.76,0.636734885,73,1590,msal-extensions-1.0.0,3,4.2e-05,0.0005,33
prometheus-flask-exporter,3.76,0.753739603,85,1301,prometheus-flask-exporter-0.22.3,5,4.4e-05,0.00142,12
dacite,3.76,0.917261119,79,10831,dacite-1.8.0,3,7.5e-05,0.00137,1
timezonefinder,3.76,0.689732414,82,13165,timezonefinder-6.2.0,5,3.7e-05,0.00046,7
munch,3.76,0.76062461,80,626,munch-2.5.0,10,8.1e-05,0.00446,2
parsimonious,3.76,0.617804206,70,102,parsimonious-0.9.0,2,4.9e-05,0.0006,2
aliyun-python-sdk-core,3.76,0.750060638,88,7243,aliyun-python-sdk-core-2.13.36,6,0.00013,0.00144,7
sudachipy,3.76,0.710139807,74,10595,sudachipy-0.5.4,5,0.000114,0.00142,4
flask-httpauth,3.76,0.748724182,85,1127,flask-httpauth-4.7.0,6,4.8e-05,0.00183,19
gpiozero,3.76,0.577264666,82,2057,gpiozero-1.6.2,3,7.1e-05,0.00091,3
hupper,3.76,0.779050921,86,2972,hupper-1.12,1,5.6e-05,0.00077,1
bitstruct,3.76,0.790316397,65,1252,bitstruct-8.17.0,2,5.7e-05,0.00103,1
pandas-flavor,3.76,0.78392787,65,3767,pandas-flavor-0.5.0,5,4.2e-05,0.00096,103
freetype-py,3.76,0.630423647,77,1138,freetype-py-2.3.0,4,5.7e-05,0.00196,1
stanza,3.76,0.666195498,82,6058,stanza-1.5.0,8,3.6e-05,0.00046,94
google-cloud-access-context-manager,3.76,0.775098041,77,4791,google-cloud-access-context-manager-0.1.16,3,3.9e-05,0.00046,50
wsaccel,3.76,0.720934428,76,9572,wsaccel-0.6.2,1,3.8e-05,0.00046,1
cwcwidth,3.76,0.808972105,65,10109,cwcwidth-0.1.5,2,7e-05,0.00096,1
deprecated,3.73,0.764637992,86,757,deprecated-1.2.13,39,0.000443,0.0188,2
joblib,3.73,0.55422828,91,244,joblib-1.2.0,83,0.000723,0.04613,1
zeep,3.73,0.622049997,84,5769,zeep-4.2.1,14,7.8e-05,0.00229,43
zope-event,3.73,0.681056551,87,932,zope-event-4.6,18,0.000307,0.01129,2
zope-component,3.73,0.670919024,80,1930,zope-component-6.0,47,0.000217,0.02159,8
awkward,3.73,0.626918034,88,4594,awkward-2.1.3,10,6.4e-05,0.00237,6
colander,3.73,0.853475272,74,2969,colander-2.0,4,5e-05,0.00098,3
awkward-cpp,3.73,0.600041774,88,4595,awkward-cpp-14,3,4.6e-05,0.00057,3
click-repl,3.7,0.768350743,85,2888,click-repl-0.2.0,8,5e-05,0.00159,7
ansible,3.7,0.419329507,94,1347,ansible-7.4.0,4,6.2e-05,0.00137,15
pytest-timeout,3.7,0.749018432,77,8582,pytest-timeout-2.1.0,2,3.7e-05,0.00046,11
ansible-core,3.7,0.444224924,91,1351,ansible-core-2.14.4,7,8.8e-05,0.00052,14
audioread,3.7,0.759534943,400,2619,audioread-3.0.0,3,4.4e-05,0.00146,1
imageio-ffmpeg,3.7,0.759924598,79,1885,imageio-ffmpeg-0.4.8,3,5.4e-05,0.00144,1
parsel,3.7,0.734073436,82,1528,parsel-1.7.0,12,7.6e-05,0.00381,5
albumentations,3.7,0.562946372,82,6820,albumentations-1.3.0,9,5.3e-05,0.00139,51
plac,3.7,0.775439098,82,4242,plac-1.3.5,1,4.5e-05,0.00048,1
yaspin,3.7,0.692735626,85,4427,yaspin-1.5.0,1,4e-05,0.00046,1
torchdata,3.7,0.652340668,90,2740,torchdata-0.6.0,5,5.1e-05,0.00096,91
tabula-py,3.7,0.68959074,85,6330,tabula-py-2.7.0,4,3.8e-05,0.00046,13
apeye,3.7,0.69036068,73,11125,apeye-1.3.0,5,3.9e-05,0.00046,33
jplephem,3.7,0.776953514,69,5389,jplephem-2.18,4,5e-05,0.001,3
devtools,3.7,0.640750341,82,7385,devtools-0.11.0,6,4.5e-05,0.00187,4
honeycomb-beeline,3.7,0.743933374,76,2138,honeycomb-beeline-3.5.1,4,6.5e-05,0.00091,31
prompt-toolkit,3.68,0.533771177,87,476,prompt-toolkit-3.0.38,27,0.000325,0.01399,2
mako,3.68,0.724663404,81,834,mako-1.2.4,22,0.00019,0.00995,3
makefun,3.68,0.647934475,76,1618,makefun-1.15.1,3,4.7e-05,0.00155,1
python-jose,3.68,0.744004251,83,720,python-jose-3.3.0,17,0.000142,0.00514,11
python-http-client,3.68,0.730229616,79,2745,python-http-client-3.3.7,2,5.7e-05,0.00094,1
scp,3.68,0.89750686,87,749,scp-0.14.5,8,5.6e-05,0.00233,13
incremental,3.68,0.780077566,80,1201,incremental-22.10.0,9,0.000106,0.00504,1
python-crfsuite,3.68,0.610939872,78,6857,python-crfsuite-0.9.9,2,4.6e-05,0.00091,1
portpicker,3.68,0.780391047,85,6108,portpicker-1.5.2,4,5.6e-05,0.00094,3
pygsheets,3.68,0.720282751,78,608,pygsheets-2.0.6,3,5e-05,0.00046,75
pamqp,3.68,0.778479146,62,871,pamqp-3.2.1,4,0.00015,0.00194,1
dependency-injector,3.68,0.545484215,75,1451,dependency-injector-4.20.2,2,3.7e-05,0.00046,2
configspace,3.68,0.608756263,71,6802,configspace-0.6.1,7,4.7e-05,0.00094,12
fqdn,3.65,0.790177857,68,115,fqdn-1.5.1,2,9.3e-05,0.00331,1
graphql-core,3.65,0.609022286,77,1093,graphql-core-3.2.3,26,0.000609,0.01288,1
pycocotools,3.65,0.638170808,79,2424,pycocotools-2.0.6,4,4.5e-05,0.00094,29
lmdb,3.65,0.563361468,78,5800,lmdb-1.4.1,7,7.2e-05,0.00322,1
pyshp,3.65,0.884686944,400,1144,pyshp-2.3.1,6,6.2e-05,0.00277,1
translationstring,3.65,0.694935315,73,2971,translationstring-1.4,3,8.5e-05,0.00178,1
dm-haiku,3.65,0.725169554,82,11043,dm-haiku-0.0.6,5,4.5e-05,0.00046,5
whatthepatch,3.65,0.703835479,74,12761,whatthepatch-1.0.4,1,6.5e-05,0.00046,1
pytrends,3.65,0.724942069,77,4787,pytrends-4.9.2,5,4.5e-05,0.00091,40
freezegun,3.62,0.714028646,82,860,freezegun-1.0.0,7,5.3e-05,0.00292,4
google-cloud-aiplatform,3.62,0.716396937,91,3738,google-cloud-aiplatform-1.24.0,13,5.6e-05,0.00137,76
marshmallow-dataclass,3.62,0.747840851,85,2076,marshmallow-dataclass-8.5.12,6,6e-05,0.00137,11
pylint-django,3.62,0.728110087,78,3629,pylint-django-2.3.0,3,3.6e-05,0.00046,10
sacrebleu,3.62,0.608349106,73,7458,sacrebleu-2.3.1,7,3.8e-05,0.00048,7
queuelib,3.62,0.775253766,64,1531,queuelib-1.6.2,4,4.7e-05,0.00194,1
sounddevice,3.62,0.700879747,81,3956,sounddevice-0.4.6,2,4.2e-05,0.00048,4
dropbox,3.62,0.717837712,86,4699,dropbox-11.36.0,5,6.7e-05,0.00091,31
gluestick,3.62,0.811741102,67,4199,gluestick-2.1.0,4,3.5e-05,0.0,22
grpc-stubs,3.62,0.768073142,76,1701,grpc-stubs-1.53.0.1,5,7.3e-05,0.00187,2
mdit-py-plugins,3.59,0.659930941,83,171,mdit-py-plugins-0.3.5,4,0.0002,0.00175,5
gast,3.59,0.646627387,80,676,gast-0.4.0,3,5.8e-05,0.00254,1
croniter,3.59,0.588978881,87,6253,croniter-1.3.14,9,7.9e-05,0.00375,4
email-validator,3.59,0.630894507,89,251,email-validator-2.0.0,4,0.000253,0.00437,3
colorlog,3.59,0.745257102,74,209,colorlog-6.6.0,3,4.7e-05,0.00137,1
sendgrid,3.59,0.590380559,95,2746,sendgrid-6.10.0,3,4e-05,0.00046,3
blis,3.59,0.758225791,75,1394,blis-0.7.9,5,4.3e-05,0.0015,3
flask-babel,3.59,0.819616894,85,7379,flask-babel-1.0.0,7,3.9e-05,0.00139,13
yappi,3.59,0.678600111,76,13123,yappi-1.4.0,1,3.7e-05,0.0005,1
colorful,3.59,0.923863573,78,367,colorful-0.5.5,5,8.1e-05,0.00244,1
pygame,3.59,0.440866313,91,1342,pygame-2.3.0,41,0.000556,0.01876,1
aiofile,3.59,0.640381453,82,992,aiofile-3.8.5,3,4.3e-05,0.00094,2
plaster-pastedeploy,3.59,0.809354875,76,2974,plaster-pastedeploy-1.0.1,3,5.6e-05,0.00077,3
colorcet,3.59,0.904191917,68,6240,colorcet-3.0.1,4,5e-05,0.00146,3
markdownify,3.59,0.63779794,65,996,markdownify-0.10.3,3,3.9e-05,0.00046,5
aws-error-utils,3.59,0.66815479,62,2727,aws-error-utils-2.5.0,2,3.9e-05,0.00046,18
gspread-pandas,3.59,0.76740652,75,12226,gspread-pandas-3.2.2,5,3.5e-05,0.0,63
pylsqpack,3.59,0.674739939,62,9984,pylsqpack-0.3.17,1,4.4e-05,0.00048,1
coincurve,3.59,0.618938005,71,531,coincurve-18.0.0,7,6e-05,0.0024,5
frozen-flask,3.59,0.740603206,64,4889,frozen-flask-0.18,2,3.8e-05,0.00046,11
pytest-metadata,3.57,0.76931819,86,4031,pytest-metadata-2.0.4,5,7.7e-05,0.00144,22
ephem,3.57,0.581849179,81,3342,ephem-4.1.4,5,0.000103,0.0024,1
httpx-auth,3.57,0.9346838,76,2332,httpx-auth-0.15.0,1,3.5e-05,0.0,12
requests-oauthlib,3.54,0.575774868,85,293,requests-oauthlib-1.3.1,49,0.000627,0.02275,37
python-dotenv,3.54,0.580229603,92,252,python-dotenv-1.0.0,31,0.000391,0.01831,1
pytest-cov,3.54,0.717193719,89,501,pytest-cov-4.0.0,12,9.3e-05,0.00442,13
pyathena,3.54,0.755385655,85,12270,pyathena-2.24.0,5,3.9e-05,0.00046,62
amqp,3.54,0.576989575,81,3527,amqp-5.1.1,3,5.9e-05,0.00105,2
srsly,3.54,0.685744364,85,1391,srsly-2.4.6,8,8.3e-05,0.00381,2
catalogue,3.54,0.777744303,85,1383,catalogue-2.0.8,5,0.000124,0.003,1
editables,3.54,0.684086472,77,2986,editables-0.3,1,6.7e-05,0.00068,1
configargparse,3.54,0.608540586,85,1585,configargparse-1.5.3,13,9.6e-05,0.00608,1
filetype,3.54,0.748635892,78,1831,filetype-1.2.0,8,7.9e-05,0.00368,1
itemloaders,3.54,0.736808549,74,1527,itemloaders-1.0.6,6,4.1e-05,0.001,8
django-crispy-forms,3.54,0.663491513,86,6336,django-crispy-forms-2.0,4,5.4e-05,0.00139,5
netmiko,3.54,0.678841051,76,3216,netmiko-4.1.2,10,7.9e-05,0.00091,21
bqplot,3.54,0.583717921,82,5003,bqplot-0.12.39,6,3.7e-05,0.00048,49
varname,3.54,0.724995802,70,8454,varname-0.10.0,2,4.5e-05,0.00046,2
sniffio,3.51,0.700285548,82,346,sniffio-1.3.0,29,0.000956,0.01699,1
shellingham,3.51,0.690978053,88,383,shellingham-1.5.1,8,0.000189,0.00513,1
backoff,3.51,0.745839577,77,1665,backoff-2.2.1,19,0.00018,0.00933,1
openai,3.51,0.755717343,91,2305,openai-0.27.4,6,8e-05,0.00139,47
natsort,3.51,0.752249236,87,1990,natsort-8.3.1,20,0.000164,0.00952,1
cfn-flip,3.51,0.622500159,64,7447,cfn-flip-1.3.0,4,5.2e-05,0.00048,4
configupdater,3.51,0.647284526,68,10393,configupdater-3.1.1,1,3.6e-05,0.00048,1
python-engineio,3.51,0.735403951,85,719,python-engineio-4.1.0,1,3.6e-05,0.00046,1
pyquery,3.51,0.860643402,79,226,pyquery-2.0.0,12,0.000177,0.00475,3
dictdiffer,3.51,0.636157382,68,664,dictdiffer-0.9.0,5,5.5e-05,0.00235,1
haversine,3.51,0.755139787,74,4107,haversine-2.8.0,1,4.2e-05,0.00046,1
selenium-wire,3.51,0.683282895,77,4461,selenium-wire-5.1.0,14,4.2e-05,0.00046,36
publicsuffixlist,3.51,0.806537939,74,3523,publicsuffixlist-0.9.4,3,4.7e-05,0.00137,1
warlock,3.51,0.690986871,62,10028,warlock-1.3.3,4,3.8e-05,0.0005,9
torch-optimizer,3.51,0.680294052,65,12476,torch-optimizer-0.3.0,3,4e-05,0.00046,65
imgkit,3.51,0.805543584,71,5435,imgkit-1.2.3,2,4.5e-05,0.00046,2
google-cloud-runtimeconfig,3.51,0.757665408,68,11551,google-cloud-runtimeconfig-0.33.2,1,3.5e-05,0.0,60
deprecation-alias,3.51,0.675491399,68,11130,deprecation-alias-0.3.1,3,4.2e-05,0.0005,5
woodwork,3.51,0.678977749,84,1084,woodwork-0.22.0,8,3.7e-05,0.00048,106
uc-micro-py,3.49,0.747343328,71,6446,uc-micro-py-1.0.1,1,0.000199,0.00051,1
tld,3.49,0.693397225,77,4485,tld-0.9.3,2,4.2e-05,0.00046,2
exif,3.49,0.522804171,80,5364,exif-1.6.0,3,4.3e-05,0.00091,2
jsonpatch,3.46,0.749537058,84,978,jsonpatch-1.32,17,0.000147,0.00809,2
jupyterlab-widgets,3.46,0.659850144,97,483,jupyterlab-widgets-3.0.7,2,0.00012,0.00168,1
spacy,3.46,0.474787772,91,1382,spacy-3.5.2,40,0.000246,0.0088,125
scandir,3.46,0.756798136,81,8628,scandir-1.10.0,2,5.2e-05,0.00091,1
hologram,3.46,0.644190876,74,8558,hologram-0.0.16,2,3.5e-05,0.0,19
django-extensions,3.46,0.764074554,88,5598,django-extensions-3.2.1,4,4.3e-05,0.00094,7
yfinance,3.46,0.646017982,79,4391,yfinance-0.2.18,14,4.2e-05,0.00091,52
itemadapter,3.46,0.793964849,70,1526,itemadapter-0.8.0,3,5e-05,0.00151,1
django-appconf,3.46,0.754992359,61,9536,django-appconf-1.0.5,2,4.5e-05,0.00048,5
pefile,3.46,0.729340223,78,1518,pefile-2022.5.30,4,4.4e-05,0.00091,3
pyahocorasick,3.46,0.613519146,75,5875,pyahocorasick-2.0.0,2,4.2e-05,0.00094,1
fastcore,3.46,0.593281123,82,3481,fastcore-1.5.29,10,0.0001,0.0034,4
formulaic,3.46,0.663835272,73,11861,formulaic-0.5.2,8,3.9e-05,0.00048,20
jiwer,3.46,0.786388069,77,7593,jiwer-2.6.0,3,4.1e-05,0.00046,3
pylint-gitlab,3.46,0.617781325,85,2599,pylint-gitlab-1.2.0,19,4e-05,0.00046,23
exifread,3.46,0.598595896,66,7214,exifread-3.0.0,2,4.5e-05,0.00096,1
xdoctest,3.46,0.713137449,66,3251,xdoctest-1.1.1,2,3.8e-05,0.00046,2
pwntools,3.46,0.655178293,84,2927,pwntools-4.9.0,21,7.1e-05,0.00094,51
ptyprocess,3.43,0.78223555,78,480,ptyprocess-0.7.0,4,0.000353,0.00286,1
cloudpickle,3.43,0.729166061,88,84,cloudpickle-2.2.1,44,0.000731,0.02472,1
python-multipart,3.43,0.636949188,84,730,python-multipart-0.0.6,8,6.5e-05,0.0041,1
multipledispatch,3.43,0.761727319,83,4341,multipledispatch-0.6.0,9,0.000101,0.00384,2
clickhouse-driver,3.43,0.714825563,85,2176,clickhouse-driver-0.2.5,5,6e-05,0.00142,5
wand,3.43,0.634753618,83,9735,wand-0.6.11,1,4.1e-05,0.00046,1
marko,3.43,0.62535658,79,1633,marko-1.3.0,1,3.7e-05,0.00048,1
mitmproxy,3.43,0.629930575,90,5919,mitmproxy-5.3.0,26,3.7e-05,0.00046,43
circus,3.43,0.571022832,68,3117,circus-0.16.1,5,3.9e-05,0.00046,5
featuretools,3.43,0.574817735,88,1081,featuretools-1.24.0,14,3.7e-05,0.00055,114
google-cloud-audit-log,3.41,0.778380999,88,2011,google-cloud-audit-log-0.2.5,5,4.9e-05,0.001,11
starlette-context,3.41,0.725278406,68,9465,starlette-context-0.3.4,2,3.8e-05,0.00046,5
chardet,3.38,0.740379799,90,138,chardet-5.1.0,43,0.000458,0.0204,1
entrypoints,3.38,0.644305416,70,973,entrypoints-0.4,20,0.000145,0.00992,1
fasteners,3.38,0.612197614,88,1674,fasteners-0.18,13,0.000116,0.00645,1
hyperframe,3.38,0.765127849,73,923,hyperframe-6.0.1,6,0.000211,0.00323,1
murmurhash,3.38,0.812542334,80,1386,murmurhash-1.0.9,5,7.6e-05,0.00293,1
cymem,3.38,0.78064557,82,1384,cymem-2.0.7,5,7.6e-05,0.00293,1
spacy-loggers,3.38,0.713739828,77,1390,spacy-loggers-1.0.4,2,4.7e-05,0.0014,1
voluptuous,3.38,0.649135741,80,817,voluptuous-0.13.1,23,0.000249,0.0108,1
python-box,3.38,0.821633538,85,1293,python-box-6.1.0,1,3.9e-05,0.00048,1
pydyf,3.38,0.691145769,82,3546,pydyf-0.6.0,1,4e-05,0.0005,1
polib,3.38,0.757345217,74,4562,polib-1.2.0,1,6.5e-05,0.00046,1
pipreqs,3.38,0.740760673,88,2714,pipreqs-0.4.13,4,6.8e-05,0.00091,30
tinydb,3.38,0.644621368,83,287,tinydb-4.7.1,11,0.000132,0.0051,1
pebble,3.38,0.750582287,68,7558,pebble-5.0.3,2,4.8e-05,0.00094,1
jmp,3.38,0.787172619,63,11044,jmp-0.0.4,3,5.3e-05,0.00096,2
pycognito,3.38,0.617485632,71,1119,pycognito-2022.8.0,5,3.9e-05,0.00046,48
hmmlearn,3.38,0.605085399,76,7196,hmmlearn-0.2.8,4,4.2e-05,0.00046,14
tavern,3.38,0.651540072,88,1289,tavern-2.0.7,11,5e-05,0.00046,64
arxiv,3.38,0.772049162,80,8449,arxiv-0.3.1,3,4.5e-05,0.00046,30
djangorestframework-gis,3.38,0.726074227,68,1019,djangorestframework-gis-1.0,4,5.2e-05,0.00091,11
tuspy,3.38,0.693009023,77,4811,tuspy-1.0.0,6,4.5e-05,0.00048,49
simple-term-menu,3.38,0.705760617,71,2397,simple-term-menu-1.6.1,2,4.4e-05,0.00091,1
qtawesome,3.38,0.880156787,78,8625,qtawesome-1.2.3,4,5.3e-05,0.00139,3
nodeenv,3.35,0.718191184,81,3017,nodeenv-1.7.0,5,6.1e-05,0.00196,2
isoduration,3.35,0.699976565,70,116,isoduration-20.11.0,2,8.7e-05,0.00286,5
typed-ast,3.35,0.662233347,67,3011,typed-ast-1.5.4,7,7.9e-05,0.00333,1
google-cloud-dataproc,3.35,0.74424516,58,6486,google-cloud-dataproc-5.4.1,4,3.5e-05,0.0,52
boltons,3.35,0.723007256,83,2549,boltons-21.0.0,4,7.1e-05,0.00196,1
cx-oracle,3.35,0.613588415,85,8577,cx-oracle-8.3.0,1,3.9e-05,0.00046,1
wordcloud,3.35,0.647837017,82,9191,wordcloud-1.8.2.2,4,4e-05,0.00046,29
atlassian-jwt-auth,3.35,0.767981805,74,635,atlassian-jwt-auth-17.0.0,4,5e-05,0.00046,33
aiormq,3.35,0.608508499,74,870,aiormq-6.4.2,3,5.8e-05,0.00059,9
pyserial-asyncio,3.35,0.630015096,61,2854,pyserial-asyncio-0.6,4,6.5e-05,0.00137,2
mlxtend,3.35,0.699821532,82,5193,mlxtend-0.22.0,8,3.9e-05,0.00046,40
circuitbreaker,3.35,0.639225963,74,9996,circuitbreaker-1.4.0,1,4e-05,0.00048,1
grpc-interceptor,3.35,0.65021694,78,4211,grpc-interceptor-0.15.1,3,5.7e-05,0.00091,2
bravado,3.35,0.605274155,61,10926,bravado-11.0.3,10,3.9e-05,0.00046,56
snakeviz,3.35,0.685235515,74,13494,snakeviz-2.1.1,2,5e-05,0.00046,2
django-solo,3.35,0.61431502,77,5554,django-solo-2.0.0,2,3.8e-05,0.00046,5
simpleitk,3.35,0.636978567,90,602,simpleitk-2.2.1,6,6.9e-05,0.00283,1
dm-control,3.35,0.748539899,86,12562,dm-control-1.0.11,16,4.5e-05,0.00046,48
paramiko,3.32,0.669730769,84,554,paramiko-3.1.0,44,0.000623,0.01968,8
requests-ntlm,3.32,0.758384847,80,10885,requests-ntlm-1.1.0,4,4.2e-05,0.00046,29
cron-descriptor,3.3,0.644927099,79,10152,cron-descriptor-1.2.35,2,3.7e-05,0.00094,1
cairocffi,3.3,0.594997398,84,3282,cairocffi-1.5.1,5,6.2e-05,0.0019,4
google-cloud-dlp,3.3,0.748502629,58,4914,google-cloud-dlp-3.12.1,3,3.5e-05,0.0,51
jdcal,3.3,0.781127651,67,6655,jdcal-1.4.1,4,8.5e-05,0.0019,1
shortuuid,3.3,0.675813699,84,722,shortuuid-1.0.11,7,7.4e-05,0.00331,1
py-cpuinfo,3.3,0.766456127,77,1433,py-cpuinfo-9.0.0,8,9e-05,0.0041,1
google-cloud-videointelligence,3.3,0.731132386,58,2131,google-cloud-videointelligence-2.11.1,3,3.5e-05,0.0,51
elementpath,3.3,0.643705198,74,6214,elementpath-4.1.1,3,7.4e-05,0.00144,1
pmdarima,3.3,0.750774173,79,4516,pmdarima-1.8.5,10,3.6e-05,0.00046,45
caio,3.3,0.656522753,73,997,caio-0.9.12,1,7.1e-05,0.0005,1
premailer,3.3,0.724003106,64,1880,premailer-3.10.0,7,7.9e-05,0.00098,32
django-ckeditor,3.3,0.836538061,80,8541,django-ckeditor-6.5.1,4,9.4e-05,0.00091,6
grequests,3.3,0.621951249,71,4344,grequests-0.6.0,7,6.4e-05,0.00142,36
sqlitedict,3.3,0.674936956,71,7102,sqlitedict-1.7.0,1,3.9e-05,0.00046,1
zxcvbn,3.3,0.70027158,61,6301,zxcvbn-4.4.28,2,3.9e-05,0.00091,1
pylogbeat,3.3,0.831570031,67,5788,pylogbeat-2.0.0,1,4.9e-05,0.00048,1
gpsoauth,3.3,0.77542685,79,414,gpsoauth-1.0.2,5,7.6e-05,0.00153,29
threadpoolctl,3.27,0.710270602,85,268,threadpoolctl-3.1.0,11,0.000223,0.01145,1
jsonpointer,3.27,0.778733765,85,117,jsonpointer-2.3,4,0.000219,0.00464,1
setproctitle,3.27,0.664442386,81,400,setproctitle-1.1.10,1,6.5e-05,0.00046,1
simpleeval,3.27,0.685655663,71,867,simpleeval-0.9.13,10,8.8e-05,0.00479,1
sparqlwrapper,3.27,0.670648523,64,738,sparqlwrapper-2.0.0,8,0.000118,0.00327,5
django-compressor,3.27,0.676399093,89,9525,django-compressor-4.3.1,4,3.7e-05,0.00048,8
nptyping,3.27,0.786029828,68,604,nptyping-2.5.0,5,5.1e-05,0.00146,3
plotly,3.24,0.628840967,97,548,plotly-5.14.1,47,0.000243,0.02071,7
starkbank-ecdsa,3.24,0.669023772,78,2747,starkbank-ecdsa-2.2.0,2,5.7e-05,0.00094,1
great-expectations-experimental,3.24,0.625580398,82,9195,great-expectations-experimental-0.1.20230414008,1,3.5e-05,0.0,183
chart-studio,3.24,0.654365499,75,9136,chart-studio-1.1.0,5,3.7e-05,0.00048,37
